,Temp,MaxTemp,MinTemp,hPAAtSeaLevel,hPA,Humidity,Visibility,AverageWindSpeed,MaxSustainedWindSpeed,Fog,Percipitation
643,67.1,78.08,60.980000000000004,1015.0,1013.3,69,16.1,8.5,13.0,0,0
644,66.74000000000001,86.0,57.02,1015.4,1013.8,67,14.6,5.9,16.5,0,0
645,63.14,80.96,57.02,1013.7,1012,74,9.7,8.3,14.8,0,0
646,62.6,71.96,57.02,1013.6,1012,71,10.3,8.3,22.2,0,0
647,63.86,73.94,59.0,1014.5,1012.9,69,15.9,7.0,18.3,0,0
648,65.3,77.0,57.02,1014.2,1012.5,69,16.1,11.1,27.8,0,0
649,66.38,80.06,57.02,1017.4,1015.8,64,16.1,12.6,25.9,0,0
650,67.1,84.91999999999999,53.96,1019.0,1017.3,50,16.1,6.5,25.9,0,0
651,69.08,87.08000000000001,53.96,1017.7,1016,47,16.1,8.1,24.1,0,0
652,72.14,89.96000000000001,53.96,1018.3,1016.5,50,16.1,8.1,22.2,0,0
653,77.36,93.91999999999999,59.0,1015.4,1013.8,29,16.1,10.0,22.2,0,0
654,76.64,95.0,60.08,1014.2,1012.5,26,16.1,5.0,18.3,0,0
655,75.2,95.0,57.92,1013.1,1011.4,28,16.1,4.6,13.0,0,0
656,73.22,95.0,57.92,1014.2,1012.6,33,16.1,7.2,14.8,0,0
657,68.18,87.98,55.94,1015.3,1013.5,51,16.1,5.6,18.3,0,0
658,67.82,86.0,55.04,1012.6,1010.8,60,16.1,5.4,22.2,0,0
659,69.44,87.08000000000001,53.96,1009.8,1008.1,45,16.1,5.0,18.3,0,0
660,66.74000000000001,87.08000000000001,53.96,1009.4,1007.8,53,15.9,8.9,22.2,0,0
661,62.24,80.06,55.04,1013.4,1011.8,66,15.8,9.1,24.1,0,0
662,61.34,73.94,51.98,1015.3,1013.6,69,15.9,8.1,22.2,0,0
663,62.059999999999995,71.96,51.98,1013.1,1011.4,66,16.1,9.6,24.1,0,0
664,63.5,75.92,53.06,1017.4,1015.7,12,16.1,14.6,29.4,0,1
665,61.34,78.98,48.02,1018.9,1017.2,23,16.1,7.8,29.4,0,0
666,62.78,78.98,48.02,1018.0,1016.3,28,16.1,5.6,18.3,0,0
667,61.16,78.08,46.94,1017.7,1016,40,16.1,4.3,13.0,0,0
668,59.540000000000006,78.08,46.94,1017.3,1015.7,53,15.3,6.3,16.5,0,0
669,59.72,77.0,46.94,1017.9,1016.2,55,15.8,4.1,14.8,0,0
670,61.16,78.98,46.94,1019.4,1017.6,49,15.1,3.3,14.8,0,0
671,62.78,80.06,46.94,1018.9,1017.2,48,15.3,3.0,11.1,0,0
672,60.62,80.06,48.92,1017.7,1016.1,61,14.5,6.1,24.1,0,0
673,58.28,78.98,46.94,1021.5,1019.9,70,14.5,5.7,22.2,0,0
674,63.68,78.08,53.06,1020.5,1019.1,68,14.2,5.2,18.3,1,0
675,64.4,75.92,59.0,1012.4,1010.8,66,16.1,6.9,16.5,0,0
676,53.78,62.959999999999994,48.02,1006.0,1004.3,61,16.1,8.3,14.8,0,0
677,53.42,62.959999999999994,48.02,1008.2,1006.5,55,15.9,23.3,37.0,0,1
678,46.04,60.08,35.06,1018.0,1016.3,56,15.9,6.1,14.8,0,0
679,48.74,64.04,35.06,1024.1,1022.4,44,15.8,7.0,13.0,0,0
680,54.68,64.04,35.96,1019.5,1017.8,58,16.1,5.4,13.0,0,0
681,52.7,64.04,42.980000000000004,1018.1,1016.4,64,15.9,5.6,22.2,0,0
682,52.16,66.02,39.92,1019.6,1017.9,64,16.1,8.9,20.6,0,0
683,51.620000000000005,66.02,39.92,1023.4,1021.7,85,10.9,7.4,22.2,1,1
684,51.26,68.0,37.94,1025.1,1023.5,67,15.1,5.0,13.0,0,0
685,55.76,73.94,37.94,1019.8,1018.1,62,16.1,2.8,9.4,0,0
686,60.440000000000005,73.94,42.980000000000004,1011.6,1009.9,57,16.1,16.7,42.4,0,1
687,59.72,66.92,53.06,1015.6,1013.9,81,15.3,11.9,20.6,0,1
688,54.14,66.02,44.96,1023.7,1022.2,76,14.5,7.0,22.2,0,0
689,53.24,66.92,42.980000000000004,1024.0,1022.3,58,16.1,5.9,22.2,0,0
690,50.72,66.92,37.94,1022.6,1021,52,16.1,5.2,13.0,0,0
691,48.74,64.04,35.96,1018.6,1017,55,15.9,5.6,24.1,0,0
692,51.98,62.059999999999995,35.96,1016.9,1015.1,78,13.7,7.0,22.2,0,1
693,51.620000000000005,68.0,39.92,1018.7,1017,66,15.8,6.1,18.3,0,0
694,52.16,68.0,39.92,1021.6,1019.9,71,16.1,8.5,25.9,0,0
695,50.72,64.94,37.94,1022.9,1021.2,54,16.1,7.2,24.1,0,0
696,50.36,64.94,35.06,1022.8,1021.1,36,16.1,5.2,13.0,0,0
697,48.02,64.94,33.08,1023.9,1022.2,46,16.1,4.6,13.0,0,0
698,48.56,64.94,33.08,1022.2,1020.5,51,15.9,5.4,9.4,0,0
699,49.46,64.94,33.98,1024.2,1022.4,56,15.8,4.6,16.5,0,0
700,49.82,64.04,33.98,1023.5,1021.9,70,12.1,3.1,11.1,1,0
701,50.36,66.02,37.94,1019.9,1018.2,58,16.1,3.1,11.1,0,0
702,51.08,66.02,37.94,1022.1,1020.4,58,15.9,4.4,13.0,0,0
703,51.98,59.0,46.94,1025.9,1024.2,60,15.0,6.5,11.1,0,0
704,51.08,69.08,37.94,1023.0,1021.3,54,14.5,4.4,13.0,0,0
705,49.28,64.94,37.94,1025.8,1024.4,72,11.4,5.9,14.8,0,0
706,53.96,73.94,37.94,1021.5,1019.8,49,14.0,8.7,35.2,0,0
707,55.76,73.94,37.94,1021.3,1019.6,37,16.1,4.6,14.8,0,0
708,52.34,73.94,39.02,1019.2,1017.5,45,15.8,3.9,14.8,0,0
709,52.879999999999995,66.92,39.02,1016.2,1014.5,52,13.2,5.6,13.0,0,0
710,48.379999999999995,66.92,39.02,1021.3,1019.6,69,15.8,6.3,18.3,0,1
711,53.42,59.0,39.02,1019.8,1018,80,13.4,11.9,22.2,0,1
712,53.06,60.08,46.94,1021.6,1019.8,83,15.0,9.3,24.1,0,1
713,50.36,60.08,42.08,1024.1,1022.2,78,15.6,8.5,20.6,0,1
714,48.379999999999995,59.0,41.0,1026.1,1024.4,69,16.1,4.6,14.8,0,0
715,49.28,62.959999999999994,37.94,1024.9,1023.2,67,15.9,3.0,7.6,0,0
716,54.32,62.959999999999994,37.94,1017.5,1015.7,72,15.6,14.4,25.9,0,1
717,48.92,62.059999999999995,37.04,1023.4,1021.7,66,15.8,7.4,16.5,0,0
718,47.66,62.059999999999995,35.96,1028.0,1026.3,60,16.1,5.9,18.3,0,0
719,46.76,62.059999999999995,35.06,1027.2,1025.4,69,14.8,3.5,11.1,0,0
720,46.76,62.059999999999995,33.98,1020.1,1018.5,67,15.6,3.5,9.4,0,0
721,50.36,60.980000000000004,33.98,1020.2,1018.5,71,15.3,10.0,25.9,0,0
722,50.0,60.980000000000004,37.94,1022.9,1021.2,41,16.1,7.2,18.3,0,0
723,47.120000000000005,60.08,37.04,1024.2,1022.6,54,15.8,2.6,9.4,0,0
724,53.42,64.04,37.04,1020.1,1018.4,50,15.4,9.8,24.1,0,1
725,55.22,64.04,44.96,1021.8,1020.1,73,15.8,11.3,22.2,0,1
726,50.36,62.059999999999995,42.980000000000004,1017.3,1015.6,71,15.8,6.9,20.6,0,0
727,50.9,62.059999999999995,42.980000000000004,1008.0,1006.3,67,16.1,7.8,18.3,0,1
728,48.379999999999995,62.059999999999995,37.94,1020.4,1018.4,64,16.1,4.1,16.5,0,0
729,45.86,62.059999999999995,33.08,1027.1,1025.4,59,16.1,6.1,16.5,0,0
730,50.9,59.0,33.08,1023.0,1022.3,73,15.8,12.8,24.1,0,1
731,48.56,62.959999999999994,39.02,1020.8,1019.1,68,14.2,4.4,14.8,0,0
732,51.98,62.959999999999994,39.02,1023.3,1021.6,69,16.1,8.5,20.6,0,1
733,52.879999999999995,57.92,46.94,1024.2,1022.5,82,12.6,4.1,13.0,0,0
734,55.58,60.980000000000004,50.0,1020.6,1018.9,74,14.8,13.9,31.7,0,1
735,49.46,60.980000000000004,41.0,1024.5,1022.9,77,15.8,5.2,14.8,0,0
736,46.94,62.059999999999995,35.96,1023.4,1021.8,74,15.8,5.6,14.8,0,1
737,48.92,62.059999999999995,35.96,1023.8,1022.1,78,11.1,3.1,9.4,1,0
738,51.8,60.980000000000004,39.92,1023.4,1021.8,73,15.9,6.9,18.3,0,0
739,50.72,62.059999999999995,39.02,1024.7,1023.1,68,13.5,6.5,18.3,0,0
740,48.56,62.959999999999994,37.04,1024.7,1023,60,16.1,5.7,18.3,0,0
741,49.82,62.959999999999994,37.04,1024.5,1022.8,73,13.8,6.1,16.5,0,0
742,51.98,62.959999999999994,39.92,1024.5,1022.8,72,15.8,5.0,13.0,0,0
743,55.22,69.98,44.06,1027.9,1026.2,70,15.4,5.4,13.0,0,0
744,56.84,71.06,44.06,1026.8,1025.1,74,13.0,5.9,24.1,0,0
745,54.5,71.06,42.08,1025.9,1024.2,72,16.1,6.7,16.5,0,0
746,56.48,71.06,42.08,1022.5,1020.9,66,15.6,3.9,16.5,0,0
747,57.02,78.08,44.06,1019.5,1017.9,62,15.8,4.4,14.8,0,0
748,64.22,78.08,44.06,1014.6,1012.9,27,16.1,11.9,31.7,0,0
749,62.24,78.08,51.08,1012.7,1011,15,16.1,23.0,38.9,0,0
750,53.78,69.08,39.92,1018.1,1016.5,28,16.1,6.9,18.3,0,0
751,50.72,69.08,37.94,1018.2,1016.4,40,16.1,5.4,16.5,0,0
752,49.64,64.94,37.94,1014.3,1012.5,74,15.1,9.1,24.1,0,1
753,47.66,55.94,41.0,1013.3,1011.7,77,15.8,7.4,20.6,0,0
754,45.68,55.94,37.04,1014.1,1012.5,75,15.9,7.8,13.0,0,1
755,46.94,53.06,37.04,1010.5,1008.8,63,15.4,23.0,38.9,0,1
756,43.7,53.06,32.0,1013.3,1011.6,64,16.1,14.8,33.5,0,1
757,47.84,51.98,32.0,1008.3,1006.6,79,13.7,33.2,53.5,0,1
758,49.46,51.98,46.04,1006.8,1005.2,85,10.9,22.8,46.5,0,1
759,48.379999999999995,55.94,41.0,1010.4,1008.5,79,15.1,7.4,14.8,0,1
760,49.64,62.059999999999995,41.0,1020.2,1018.5,68,16.1,7.4,16.5,0,0
761,55.76,66.02,41.0,1021.1,1019.4,51,16.1,8.7,22.2,0,0
762,55.94,66.02,46.04,1017.0,1015.3,58,16.1,9.1,29.4,0,0
763,56.120000000000005,64.04,46.04,1018.0,1016.4,71,15.3,14.1,33.5,0,1
764,49.82,60.980000000000004,41.0,1023.1,1021.5,70,15.9,7.8,20.6,0,0
765,52.16,60.980000000000004,41.0,1023.7,1022,56,16.1,12.0,20.6,0,0
766,51.44,69.98,39.92,1023.4,1021.7,50,16.1,6.3,16.5,0,0
767,53.06,66.02,46.04,1020.0,1018.4,67,16.1,6.7,22.2,0,0
768,53.24,71.06,39.02,1016.3,1014.7,58,16.1,5.2,18.3,0,0
769,50.36,68.0,39.02,1014.3,1012.7,70,13.7,5.4,16.5,1,0
770,53.96,62.959999999999994,39.02,1016.0,1014.4,72,15.8,5.6,14.8,0,1
771,53.24,62.959999999999994,44.06,1018.6,1016.9,70,16.1,7.4,18.3,0,0
772,51.98,62.959999999999994,44.06,1019.2,1017.5,71,16.1,4.4,18.3,0,1
773,53.78,60.980000000000004,42.980000000000004,1016.4,1014.7,74,15.0,17.2,33.5,0,1
774,54.68,60.980000000000004,48.92,1017.3,1015.8,73,15.9,15.0,38.9,0,1
775,50.72,60.980000000000004,41.0,1018.8,1017.1,65,16.1,9.3,27.8,0,1
776,55.04,62.059999999999995,41.0,1019.0,1017.3,76,14.5,12.2,31.7,0,1
777,51.44,62.059999999999995,42.08,1020.8,1019.1,71,15.4,14.1,27.8,0,0
778,49.82,64.04,39.02,1021.8,1020.1,61,16.1,9.3,31.7,0,0
779,51.8,68.0,37.04,1025.4,1023.7,43,16.1,7.6,22.2,0,0
780,56.48,68.0,37.04,1026.6,1024.9,46,16.1,13.3,25.9,0,0
781,52.34,60.08,48.02,1026.4,1024.7,68,15.6,16.5,29.4,0,1
782,51.44,64.04,42.08,1030.2,1028.5,60,16.1,8.0,22.2,0,0
783,55.04,71.96,39.02,1027.0,1025.3,50,16.1,6.7,18.3,0,0
784,59.18,78.98,42.980000000000004,1020.8,1019.1,43,16.1,6.9,20.6,0,0
785,57.56,78.98,42.980000000000004,1020.4,1018.7,39,15.9,8.3,27.8,0,0
786,58.64,71.96,42.980000000000004,1023.9,1022.2,16,16.1,16.9,38.9,0,0
787,52.34,68.0,39.92,1022.1,1020.5,52,15.9,9.6,31.7,0,0
788,51.26,62.959999999999994,39.92,1020.6,1018.9,53,16.1,16.1,31.7,0,0
789,53.24,68.0,39.92,1021.5,1019.8,46,16.1,9.3,25.9,0,0
790,56.66,69.98,39.92,1020.5,1018.8,31,16.1,10.2,24.1,0,0
791,55.04,69.98,39.92,1015.1,1013.4,32,16.1,8.3,24.1,0,0
792,55.76,69.98,39.92,1008.8,1007.2,56,16.1,7.6,18.3,0,0
793,53.24,69.98,42.08,1019.9,1018.2,58,16.1,11.5,25.9,0,0
794,54.68,66.92,42.08,1022.7,1021.1,57,16.1,10.0,22.2,0,0
795,53.78,66.92,42.08,1019.0,1017.6,67,15.3,14.6,31.7,0,1
796,50.0,62.059999999999995,37.94,1020.3,1018.7,59,16.1,12.0,24.1,0,0
797,51.26,62.059999999999995,37.94,1020.6,1018.9,58,16.1,10.4,24.1,0,0
798,50.54,60.980000000000004,42.08,1021.3,1019.6,58,16.1,14.8,22.2,0,0
799,47.48,60.980000000000004,42.980000000000004,1014.6,1013,75,14.5,13.1,22.2,0,1
800,47.66,57.02,42.08,1017.0,1015.3,70,15.8,7.6,18.3,0,1
801,49.64,66.02,37.94,1020.4,1018.7,60,16.1,10.9,25.9,0,0
802,52.52,66.02,37.94,1024.5,1022.8,64,16.1,8.7,24.1,0,0
803,50.72,59.0,42.08,1025.0,1023.3,61,16.1,12.4,27.8,0,0
804,48.74,59.0,42.08,1017.5,1015.9,65,15.4,23.0,38.9,0,1
805,47.66,60.08,37.04,1017.3,1015.6,62,16.1,9.1,22.2,0,0
806,47.48,60.08,37.04,1019.6,1017.9,67,16.1,8.5,20.6,0,0
807,52.879999999999995,60.980000000000004,37.94,1018.8,1017.2,68,15.3,13.3,22.2,0,1
808,55.58,60.980000000000004,50.0,1020.9,1019.2,77,15.9,7.8,20.6,0,1
809,50.18,60.08,37.94,1024.4,1022.8,63,16.1,11.1,24.1,0,0
810,51.08,66.02,37.94,1025.0,1023.3,57,16.1,12.4,31.7,0,0
811,51.08,64.04,39.02,1023.2,1021.5,64,15.9,10.4,33.5,0,0
812,55.22,66.92,39.02,1018.2,1016.6,48,16.1,23.5,44.6,0,0
813,58.64,69.98,44.96,1017.3,1015.6,28,16.1,12.8,37.0,0,0
814,53.96,69.98,44.96,1011.4,1009.6,61,16.1,10.9,22.2,0,0
815,54.68,71.06,42.08,1014.4,1012.7,53,15.9,10.4,22.2,0,0
816,59.18,75.92,42.08,1022.5,1020.8,37,16.1,10.0,24.1,0,0
817,61.16,77.0,44.06,1024.2,1022.5,37,16.1,8.5,27.8,0,0
818,56.120000000000005,77.0,44.96,1019.0,1017.3,60,16.1,11.1,25.9,0,0
819,60.08,77.0,44.96,1015.4,1013.7,34,16.1,11.1,22.2,0,0
820,64.22,82.94,46.04,1018.3,1016.6,30,16.1,6.9,18.3,0,0
821,67.28,84.91999999999999,46.04,1015.3,1013.6,30,16.1,8.0,27.8,0,0
822,62.24,84.91999999999999,48.02,1014.5,1012.8,43,16.1,9.8,22.2,0,0
823,54.86,71.06,48.02,1019.9,1018.3,65,16.1,12.0,29.4,0,0
824,54.86,64.04,50.0,1022.1,1020.5,59,16.1,14.4,25.9,0,0
825,54.14,62.959999999999994,48.02,1018.9,1017.3,63,16.1,13.9,27.8,0,0
826,53.06,57.02,51.08,1016.7,1015.1,72,16.1,14.8,24.1,0,0
827,54.5,66.92,50.0,1021.0,1019.2,65,16.1,14.8,37.0,0,0
828,53.6,68.0,44.06,1022.1,1020.4,63,16.1,11.1,25.9,0,0
829,54.68,68.0,44.06,1020.5,1018.9,61,16.1,10.4,31.7,0,0
830,53.24,69.08,42.980000000000004,1019.4,1017.9,61,16.1,9.4,27.8,0,0
831,56.120000000000005,73.04,42.980000000000004,1013.9,1012.2,54,16.1,8.0,25.9,0,0
832,56.3,73.94,42.980000000000004,1010.8,1009.1,61,15.4,8.0,22.2,0,0
833,57.02,73.94,44.06,1011.1,1009.5,63,15.8,14.4,27.8,0,0
834,56.120000000000005,71.06,46.04,1012.9,1011.2,52,15.9,12.0,27.8,0,0
835,56.84,71.06,44.06,1016.4,1014.7,58,15.9,11.7,25.9,0,0
836,55.76,68.0,44.06,1016.8,1015.1,63,15.4,12.2,25.9,0,0
837,55.76,69.98,48.02,1017.2,1015.5,67,16.1,13.1,25.9,0,0
838,61.88,82.94,46.94,1018.6,1016.9,51,16.1,8.1,29.4,0,0
839,59.0,82.94,46.94,1019.1,1017.5,62,16.1,11.1,31.7,0,0
840,55.76,68.0,46.94,1015.5,1013.8,66,16.1,12.0,27.8,0,0
841,56.3,69.08,46.94,1011.4,1009.7,65,16.1,14.4,27.8,0,0
842,56.3,69.08,48.02,1013.1,1011.4,66,16.1,16.5,31.7,0,0
843,56.66,71.06,50.0,1015.3,1013.6,62,16.1,14.6,33.5,0,0
844,56.84,71.06,50.0,1016.7,1015.1,60,16.1,13.0,29.4,0,0
845,56.66,68.0,50.0,1013.3,1011.6,60,16.1,10.6,24.1,0,1
846,52.16,62.959999999999994,41.0,1013.1,1011.4,66,15.9,9.6,29.4,0,1
847,55.22,71.96,41.0,1015.4,1013.6,52,16.1,13.9,31.7,0,0
848,62.6,82.94,41.0,1020.4,1018.7,41,16.1,9.1,24.1,0,0
849,66.2,77.0,51.98,1022.2,1020.5,47,16.1,12.8,27.8,0,0
850,60.980000000000004,69.08,51.08,1021.6,1019.7,64,15.9,12.0,25.9,0,0
851,59.540000000000006,71.96,51.08,1017.9,1016.2,68,16.1,13.3,29.4,0,0
852,59.18,73.04,48.92,1014.8,1013.2,59,16.1,13.9,38.9,0,0
853,63.5,82.94,48.92,1013.0,1011.4,51,15.8,12.4,31.7,0,0
854,67.82,82.94,51.08,1013.7,1012,48,16.1,9.4,25.9,0,0
855,65.84,82.94,53.06,1012.8,1011.1,57,15.8,9.8,22.2,0,0
856,60.8,71.96,53.96,1014.1,1012.4,68,16.1,16.3,24.1,0,0
857,59.540000000000006,71.96,48.92,1017.8,1016.1,59,16.1,13.0,31.7,0,0
858,63.5,84.02,48.92,1016.4,1014.7,43,15.9,12.6,27.8,0,0
859,66.74000000000001,84.02,50.0,1014.1,1012.4,46,15.9,12.6,29.4,0,0
860,65.48,84.91999999999999,53.06,1011.3,1009.6,50,15.6,13.1,33.5,0,0
861,68.36,84.91999999999999,53.06,1011.8,1010.1,43,15.9,9.8,24.1,0,0
862,63.86,82.94,53.06,1014.1,1012.4,62,15.8,10.7,24.1,0,0
863,60.26,73.94,51.98,1016.6,1015,68,15.3,11.7,22.2,0,0
864,58.28,71.96,51.98,1015.1,1013.4,70,15.8,11.9,25.9,0,0
865,57.74,69.08,51.98,1013.0,1011.3,64,16.1,10.9,22.2,0,0
866,59.540000000000006,71.06,51.98,1013.0,1011.3,63,16.1,15.2,22.2,0,0
867,58.64,71.06,53.06,1016.7,1015,65,16.1,13.9,37.0,0,0
868,59.9,73.04,50.0,1018.8,1017.1,61,16.1,11.1,27.8,0,0
869,59.18,73.04,50.0,1016.6,1015,45,16.1,15.2,33.5,0,0
870,56.120000000000005,66.92,48.02,1016.6,1015,45,16.1,19.6,33.5,0,0
871,57.92,69.98,48.02,1015.6,1013.9,46,15.9,14.3,25.9,0,0
872,59.72,73.94,48.02,1016.7,1015,52,16.1,16.3,29.4,0,0
873,58.28,73.94,48.92,1020.0,1018.2,62,16.1,14.4,33.5,0,0
874,59.72,75.02,48.92,1020.1,1018.4,64,15.9,10.9,29.4,0,0
875,61.519999999999996,75.02,51.08,1019.1,1017.3,64,16.1,13.1,33.5,0,0
876,61.519999999999996,75.02,51.08,1017.0,1015.4,57,16.1,10.4,31.7,0,0
877,59.36,75.02,50.0,1019.3,1017.5,61,16.1,11.5,33.5,0,0
878,63.32,71.96,50.0,1017.5,1015.8,67,16.1,11.7,24.1,0,0
879,58.64,71.96,53.06,1014.8,1013.2,68,16.1,13.3,27.8,0,0
880,62.24,84.02,53.96,1013.2,1011.5,61,16.1,12.4,27.8,0,0
881,68.36,84.91999999999999,53.96,1011.6,1009.9,54,15.6,9.3,22.2,0,0
882,68.18,84.91999999999999,55.94,1013.2,1011.5,59,15.9,10.4,24.1,0,0
883,63.14,78.98,55.94,1012.7,1011.1,70,15.8,10.7,20.6,0,0
884,64.22,80.06,53.06,1011.1,1009.5,64,15.9,8.9,22.2,0,0
885,65.84,80.96,53.06,1012.8,1011.1,62,15.9,10.9,22.2,0,0
886,64.22,80.06,51.98,1013.3,1011.6,58,16.1,11.1,25.9,0,0
887,65.66,75.02,60.08,1010.5,1008.9,57,16.1,12.6,22.2,0,0
888,61.88,78.08,51.98,1012.0,1010.3,52,15.9,15.6,35.2,0,0
889,58.82,69.98,51.08,1016.4,1014.7,54,16.1,14.4,33.5,0,0
890,58.82,68.0,50.0,1020.0,1018.3,54,16.1,16.5,35.2,0,0
891,58.82,71.06,48.92,1023.6,1022,53,16.1,14.3,37.0,0,0
892,60.62,73.94,48.92,1019.8,1018.1,51,16.1,13.5,31.7,0,0
893,67.46,80.06,50.0,1015.9,1014.2,62,16.1,14.6,35.2,0,0
894,68.54,80.06,60.08,1013.8,1012.1,68,16.1,15.6,31.7,0,0
895,68.72,78.08,62.059999999999995,1016.2,1014.5,64,16.1,15.0,35.2,0,0
896,65.48,78.08,55.04,1019.1,1017.4,56,16.1,16.1,27.8,0,0
897,70.16,89.06,55.04,1015.9,1014,50,16.1,10.9,27.8,0,0
898,75.92,95.0,57.02,1009.8,1008.1,46,15.8,8.7,25.9,0,0
899,76.82,95.0,62.059999999999995,1006.4,1004.7,48,15.1,9.3,22.2,0,0
900,73.22,93.02,62.059999999999995,1006.5,1004.9,52,16.1,12.4,22.2,0,0
901,66.92,84.02,55.94,1008.8,1007.1,64,15.8,10.6,22.2,0,0
902,66.02,78.98,55.94,1012.1,1010.5,64,16.1,11.9,22.2,0,0
903,67.64,78.08,57.02,1012.4,1010.8,60,16.1,13.5,24.1,0,0
904,67.64,78.08,60.08,1012.3,1010.8,58,16.1,14.6,29.4,0,0
905,65.84,78.08,59.0,1015.6,1013.9,63,16.1,13.5,37.0,0,0
906,64.94,77.0,59.0,1015.9,1014.3,68,16.1,11.7,33.5,0,0
907,65.48,77.0,59.0,1014.0,1012.4,70,16.1,12.8,25.9,0,0
908,65.12,77.0,59.0,1010.7,1009,72,16.1,12.4,20.6,0,0
909,65.12,75.92,59.0,1009.6,1007.9,70,16.1,14.1,25.9,0,0
910,65.66,77.0,57.92,1009.6,1008,69,16.1,12.4,20.6,0,0
911,66.74000000000001,77.0,57.92,1010.6,1009,68,15.8,12.8,27.8,0,0
912,66.92,78.98,59.0,1012.6,1010.9,68,16.1,13.0,22.2,0,0
913,66.92,78.98,59.0,1012.6,1011,67,15.9,12.6,27.8,0,0
914,65.48,78.98,59.0,1013.3,1011.7,69,16.1,12.6,25.9,0,0
915,65.48,77.0,57.92,1014.3,1012.7,68,16.1,14.4,24.1,0,0
916,65.3,77.0,57.92,1015.0,1013.3,68,14.0,13.1,27.8,0,0
917,62.959999999999994,71.06,59.0,1015.7,1013.9,73,16.1,14.4,27.8,0,0
918,63.14,69.98,57.2,1014.6,1013,69,16.1,14.4,25.9,0,0
919,65.3,86.0,55.94,1010.8,1009.2,63,15.0,8.3,22.2,0,0
920,75.02,86.0,55.94,1010.7,1009,54,15.8,9.1,22.2,0,0
921,70.34,86.0,59.0,1013.4,1011.7,61,16.1,11.7,20.6,0,0
922,67.64,80.06,59.0,1012.5,1010.8,66,16.1,12.2,18.3,0,0
923,63.14,75.02,57.02,1012.6,1011,71,15.3,12.6,22.2,0,0
924,63.14,75.02,57.02,1012.2,1010.6,68,15.8,11.9,24.1,0,0
925,64.4,80.06,55.94,1012.9,1011.2,64,16.1,15.4,22.2,0,0
926,63.86,80.06,55.94,1014.7,1013.1,67,16.1,11.7,22.2,0,0
927,62.78,78.08,53.06,1013.9,1012.4,68,15.8,12.4,27.8,0,0
928,66.38,82.04,53.06,1012.8,1011.1,62,16.1,12.4,20.6,0,0
929,69.98,84.02,53.96,1013.9,1012.3,60,16.1,9.6,20.6,0,0
930,70.52,84.02,57.92,1015.3,1013.5,62,16.1,10.7,24.1,0,0
931,65.84,82.94,57.02,1016.6,1015,66,15.4,9.6,22.2,0,0
932,66.74000000000001,78.08,57.02,1014.1,1012.4,63,16.1,10.0,22.2,0,0
933,65.48,78.08,55.94,1013.4,1011.7,65,15.6,10.6,22.2,0,0
934,66.56,82.94,55.04,1015.3,1013.5,60,15.4,12.6,24.1,0,0
935,67.1,82.94,55.04,1015.1,1013.5,61,16.1,9.8,22.2,0,0
936,67.28,82.94,55.04,1013.6,1011.9,63,16.1,9.8,22.2,0,0
937,67.64,82.94,55.94,1012.4,1010.7,62,15.9,8.7,20.6,0,0
938,70.52,84.02,59.0,1014.1,1012.5,58,16.1,10.7,25.9,0,0
939,70.52,82.04,60.8,1015.8,1014.2,60,16.1,11.5,24.1,0,0
940,70.16,84.02,60.980000000000004,1014.2,1012.5,64,16.1,10.4,25.9,0,0
941,70.52,82.94,60.980000000000004,1012.4,1010.7,64,15.6,10.6,20.6,0,0
942,69.62,82.94,60.980000000000004,1015.0,1013.3,62,16.1,13.1,24.1,0,0
943,67.28,80.96,59.0,1017.0,1015.4,65,16.1,11.1,22.2,0,0
944,66.92,78.98,55.94,1018.3,1016.7,62,16.1,11.1,25.9,0,0
945,66.56,80.96,55.94,1016.8,1015.1,64,15.3,11.7,22.2,0,0
946,65.84,80.96,57.02,1014.5,1012.9,66,15.3,11.7,22.2,0,0
947,65.84,75.02,60.980000000000004,1015.7,1014,68,16.1,13.3,29.4,0,0
948,67.82,84.91999999999999,59.0,1014.6,1013,65,15.9,9.8,24.1,0,0
949,69.62,84.91999999999999,59.0,1012.0,1010.3,64,16.1,10.6,24.1,0,0
950,69.25999999999999,82.94,59.0,1010.9,1009.2,63,16.1,12.0,22.2,0,0
951,68.36,82.04,57.02,1011.4,1009.7,64,16.1,12.6,24.1,0,0
952,69.08,86.0,57.02,1012.5,1010.8,59,15.8,9.4,24.1,0,0
953,70.34,86.0,57.92,1013.5,1011.9,63,15.8,10.6,22.2,0,0
954,69.62,82.94,62.059999999999995,1014.5,1012.9,63,15.8,11.9,20.6,0,0
955,68.72,82.94,60.08,1016.2,1014.5,63,15.8,11.9,22.2,0,0
956,69.25999999999999,80.96,60.08,1017.5,1015.8,66,16.1,10.6,22.2,0,0
957,68.9,80.96,60.980000000000004,1015.6,1013.9,68,16.1,9.8,18.3,0,0
958,69.25999999999999,82.94,60.980000000000004,1010.6,1008.9,68,14.6,11.1,18.3,0,0
959,69.98,82.94,60.980000000000004,1008.7,1007.1,58,16.1,10.7,25.9,0,0
960,66.92,82.04,60.08,1009.0,1007.3,58,14.3,16.7,27.8,0,0
961,66.92,78.08,57.92,1012.5,1010.8,64,15.0,10.0,22.2,0,0
962,66.02,78.08,57.92,1010.5,1008.8,71,14.5,9.4,22.2,0,0
963,66.38,77.0,59.0,1008.5,1006.8,67,16.1,15.6,27.8,0,0
